Age,Mu,Sigma,Lambda,Sex
24.5,24.63162149,0.068686671,-0.02496625,Male
24.51,24.63351287,0.068680954,-0.026193824,Male
24.52,24.63539586,0.068675238,-0.027421141,Male
24.53,24.63727048,0.068669524,-0.028648202,Male
24.54,24.63913675,0.068663811,-0.029875006,Male
24.55,24.64099473,0.068658099,-0.031101553,Male
24.56,24.64284446,0.068652389,-0.032327843,Male
24.57,24.64468599,0.06864668,-0.033553877,Male
24.58,24.64651936,0.068640972,-0.034779654,Male
24.59,24.64834463,0.068635266,-0.036005173,Male
24.6,24.65016183,0.068629562,-0.037230436,Male
24.61,24.65197103,0.068623859,-0.038455442,Male
24.62,24.65377227,0.068618157,-0.039680191,Male
24.63,24.65556559,0.068612456,-0.040904682,Male
24.64,24.65735104,0.068606757,-0.042128916,Male
24.65,24.65912867,0.06860106,-0.043352893,Male
24.66,24.66089854,0.068595364,-0.044576613,Male
24.67,24.66266069,0.068589669,-0.045800075,Male
24.68,24.6644152,0.068583976,-0.04702328,Male
24.69,24.66616211,0.068578284,-0.048246227,Male
24.7,24.66790149,0.068572593,-0.049468916,Male
24.71,24.66963338,0.068566904,-0.050691348,Male
24.72,24.67135785,0.068561216,-0.051913521,Male
24.73,24.67307494,0.06855553,-0.053135437,Male
24.74,24.67478472,0.068549845,-0.054357094,Male
24.75,24.67648725,0.068544162,-0.055578494,Male
24.76,24.67818258,0.06853848,-0.056799635,Male
24.77,24.67987078,0.068532799,-0.058020517,Male
24.78,24.68155192,0.06852712,-0.059241141,Male
24.79,24.68322605,0.068521442,-0.060461506,Male
24.8,24.68489326,0.068515766,-0.061681613,Male
24.81,24.68655361,0.068510091,-0.06290146,Male
24.82,24.68820718,0.068504418,-0.064121048,Male
24.83,24.68985405,0.068498746,-0.065340376,Male
24.84,24.69149427,0.068493075,-0.066559445,Male
24.85,24.69312793,0.068487406,-0.067778254,Male
24.86,24.6947551,0.068481738,-0.068996804,Male
24.87,24.69637584,0.068476072,-0.070215093,Male
24.88,24.69799024,0.068470407,-0.071433122,Male
24.89,24.69959837,0.068464743,-0.07265089,Male
24.9,24.70120029,0.068459081,-0.073868397,Male
24.91,24.70279608,0.068453421,-0.075085644,Male
24.92,24.70438582,0.068447762,-0.07630263,Male
24.93,24.70596956,0.068442104,-0.077519355,Male
24.94,24.70754739,0.068436448,-0.078735818,Male
24.95,24.70911937,0.068430793,-0.07995202,Male
24.96,24.71068559,0.068425139,-0.08116796,Male
24.97,24.71224609,0.068419487,-0.082383639,Male
24.98,24.71380097,0.068413837,-0.083599055,Male
24.99,24.71535029,0.068408188,-0.084814209,Male
25,24.71689412,0.06840254,-0.086029101,Male
0,12.97398531,0.187377928,-1.283130797,Female
0.01,13.49011206,0.169233345,-1.008294999,Female
0.02,13.6337114,0.164568198,-0.932833405,Female
0.03,13.74049294,0.161350847,-0.879410373,Female
0.04,13.82848986,0.15883154,-0.836620723,Female
0.05,13.9038608,0.156738461,-0.800316636,Female
0.06,13.96979173,0.154937732,-0.768459805,Female
0.07,14.02795957,0.153352069,-0.739879024,Female
0.08,14.07970629,0.151932157,-0.713830475,Female
0.09,14.12608776,0.150644448,-0.689808696,Female
0.1,14.16800575,0.14946485,-0.667452403,Female
0.11,14.20620879,0.148375571,-0.646493745,Female
0.12,14.24141702,0.14736323,-0.626728771,Female
0.13,14.27415071,0.146417174,-0.6079979,Female
0.14,14.30480575,0.145528718,-0.590173373,Female
0.15,14.33368257,0.144690706,-0.573151169,Female
0.16,14.36107707,0.143897213,-0.556845102,Female
0.17,14.38723963,0.143143293,-0.541182951,Female
0.18,14.41237206,0.142424722,-0.526103582,Female
0.19,14.43669768,0.141737901,-0.511554594,Female
0.2,14.46045228,0.141079856,-0.497490677,Female
0.21,14.48374283,0.140448167,-0.483872154,Female
0.22,14.50660109,0.139840691,-0.470664346,Female
0.23,14.52904545,0.139255518,-0.457836742,Female
0.24,14.55108814,0.138690927,-0.445362336,Female
0.25,14.57273978,0.138145385,-0.433217076,Female
0.26,14.59401064,0.137617519,-0.421379442,Female
0.27,14.61491046,0.137106085,-0.409830122,Female
0.28,14.63543688,0.13660996,-0.398551709,Female
0.29,14.6555434,0.136128135,-0.387528502,Female
0.3,14.67517963,0.135659697,-0.376746233,Female
0.31,14.69430863,0.135203851,-0.366191995,Female
0.32,14.71291866,0.134759982,-0.355854425,Female
0.33,14.73099092,0.134327547,-0.34572321,Female
0.34,14.74850099,0.133906043,-0.335788844,Female
0.35,14.76541131,0.133495007,-0.326042536,Female
0.36,14.78168673,0.133094003,-0.316476036,Female
0.37,14.79726444,0.132702701,-0.307081391,Female
0.38,14.81209397,0.132320801,-0.297851113,Female
0.39,14.82613637,0.131947994,-0.28877822,Female
0.4,14.83935809,0.131583982,-0.279856194,Female
0.41,14.85172982,0.131228484,-0.271078942,Female
0.42,14.86322909,0.130881226,-0.262440754,Female
0.43,14.8738539,0.130541928,-0.253936264,Female
0.44,14.8836268,0.130210357,-0.245560533,Female
0.45,14.89257301,0.129886289,-0.237308946,Female
0.46,14.90071081,0.1295695,-0.229177169,Female
0.47,14.90805595,0.129259777,-0.221161115,Female
0.48,14.91462563,0.128956903,-0.213256923,Female
0.49,14.92045603,0.128660677,-0.205460937,Female
0.5,14.92560794,0.128370939,-0.197769803,Female
0.51,14.93014495,0.128087536,-0.190180367,Female
0.52,14.93412854,0.127810307,-0.182689624,Female
0.53,14.93761518,0.127539089,-0.175294722,Female
0.54,14.94065713,0.127273722,-0.167992946,Female
0.55,14.94330274,0.127014047,-0.160781711,Female
0.56,14.94559767,0.126759909,-0.153658549,Female
0.57,14.94758619,0.12651115,-0.146621095,Female
0.58,14.94930795,0.126267611,-0.139667096,Female
0.59,14.95079904,0.126029136,-0.132794401,Female
0.6,14.95209084,0.125795571,-0.126000954,Female
0.61,14.95321137,0.12556676,-0.119284798,Female
0.62,14.95418961,0.125342547,-0.112644051,Female
0.63,14.95505191,0.125122778,-0.106076918,Female
0.64,14.95582264,0.124907305,-0.099581674,Female
0.65,14.95652474,0.124695987,-0.093156663,Female
0.66,14.95717709,0.124488691,-0.086800294,Female
0.67,14.95778778,0.124285288,-0.080511045,Female
0.68,14.95836492,0.124085656,-0.074287444,Female
0.69,14.9589119,0.123889673,-0.068128076,Female
0.7,14.95943026,0.123697224,-0.062031577,Female
0.71,14.959923,0.123508199,-0.055996633,Female
0.72,14.96039924,0.123322495,-0.050021988,Female
0.73,14.96086912,0.123140014,-0.044106429,Female
0.74,14.96134129,0.122960657,-0.038248786,Female
0.75,14.96182348,0.122784321,-0.032447935,Female
0.76,14.96232972,0.12261091,-0.026702792,Female
0.77,14.96287098,0.122440335,-0.02101231,Female
0.78,14.96345677,0.12227251,-0.015375469,Female
0.79,14.96408996,0.122107351,-0.009791284,Female
0.8,14.96476917,0.121944778,-0.004258804,Female
0.81,14.96549353,0.121784707,0.001222892,Female
0.82,14.96626544,0.121627062,0.006654701,Female
0.83,14.96708834,0.121471764,0.012037498,Female
0.84,14.96796715,0.121318738,0.017372136,Female
0.85,14.968908,0.121167907,0.022659445,Female
0.86,14.96991815,0.121019195,0.027900238,Female
0.87,14.97100673,0.120872525,0.033095301,Female
0.88,14.97218274,0.120727822,0.038245397,Female
0.89,14.97345387,0.120585012,0.043351267,Female
0.9,14.97482615,0.120444015,0.04841363,Female
0.91,14.97630506,0.120304758,0.053433185,Female
0.92,14.97789543,0.120167169,0.058410609,Female
0.93,14.97960038,0.120031177,0.06334656,Female
0.94,14.98142251,0.119896712,0.068241676,Female
0.95,14.98336311,0.119763712,0.073096582,Female
0.96,14.98541923,0.11963212,0.077911903,Female
0.97,14.98758879,0.119501884,0.082688252,Female
0.98,14.98986906,0.119372949,0.08742623,Female
0.99,14.99225329,0.119245265,0.092126424,Female
1,14.99473393,0.119118783,0.096789402,Female
1.01,14.99730374,0.118993456,0.101415722,Female
1.02,14.99995572,0.118869238,0.106005927,Female
1.03,15.0026831,0.118746085,0.110560544,Female
1.04,15.00547939,0.118623954,0.115080091,Female
1.05,15.00833829,0.118502805,0.119565071,Female
1.06,15.01125381,0.118382598,0.124015976,Female
1.07,15.01422038,0.118263292,0.128433287,Female
1.08,15.01723244,0.118144849,0.132817474,Female
1.09,15.02028354,0.118027228,0.137168991,Female
1.1,15.0233672,0.117910393,0.141488285,Female
1.11,15.02647714,0.117794305,0.145775788,Female
1.12,15.02960721,0.117678929,0.150031924,Female
1.13,15.03275156,0.117564229,0.154257109,Female
1.14,15.03590593,0.11745017,0.158451748,Female
1.15,15.03906447,0.117336721,0.162616235,Female
1.16,15.04222022,0.117223849,0.166750956,Female
1.17,15.04536626,0.117111522,0.170856286,Female
1.18,15.04849605,0.116999709,0.174932593,Female
1.19,15.05160387,0.116888381,0.178980238,Female
1.2,15.05468434,0.116777506,0.182999578,Female
1.21,15.0577319,0.116667055,0.186990958,Female
1.22,15.0607397,0.116557001,0.190954716,Female
1.23,15.06370105,0.116447316,0.194891182,Female
1.24,15.0666109,0.116337971,0.198800684,Female
1.25,15.06946567,0.116228937,0.202683544,Female
1.26,15.07226207,0.116120184,0.20654008,Female
1.27,15.07499661,0.116011682,0.2103706,Female
1.28,15.07766586,0.115903402,0.21417541,Female
1.29,15.08026656,0.115795316,0.217954806,Female
1.3,15.08279562,0.115687391,0.221709082,Female
1.31,15.08524889,0.115579599,0.225438523,Female
1.32,15.08762182,0.115471909,0.229143408,Female
1.33,15.08990938,0.115364292,0.232824013,Female
1.34,15.09210424,0.115256725,0.23648063,Female
1.35,15.09419807,0.115149184,0.240113544,Female
1.36,15.09618278,0.115041648,0.243723038,Female
1.37,15.09805151,0.114934093,0.247309389,Female
1.38,15.0997995,0.114826497,0.250872874,Female
1.39,15.10142276,0.114718837,0.254413767,Female
1.4,15.10291901,0.114611092,0.257932332,Female
1.41,15.1042901,0.114503247,0.261428815,Female
1.42,15.10554261,0.114395292,0.264903446,Female
1.43,15.10668608,0.114287221,0.268356424,Female
1.44,15.1077289,0.114179031,0.271787941,Female
1.45,15.10867911,0.114070715,0.27519818,Female
1.46,15.10954499,0.113962269,0.278587327,Female
1.47,15.11033561,0.113853688,0.281955567,Female
1.48,15.11105838,0.113744976,0.28530311,Female
1.49,15.11172011,0.113636136,0.288630164,Female
1.5,15.11232734,0.113527171,0.291936938,Female
1.51,15.11288612,0.113418081,0.295223634,Female
1.52,15.11340195,0.113308867,0.298490451,Female
1.53,15.11387885,0.113199527,0.301737584,Female
1.54,15.11432039,0.11309006,0.304965223,Female
1.55,15.1147304,0.112980465,0.308173554,Female
1.56,15.11511383,0.112870741,0.311362763,Female
1.57,15.11547544,0.112760888,0.314533032,Female
1.58,15.11582007,0.112650906,0.317684543,Female
1.59,15.11615264,0.112540795,0.320817473,Female
1.6,15.11647821,0.11243055,0.323932,Female
1.61,15.11680157,0.11232017,0.327028297,Female
1.62,15.11712635,0.11220965,0.330106532,Female
1.63,15.11745501,0.112098989,0.333166873,Female
1.64,15.11778997,0.111988183,0.33620948,Female
1.65,15.11813469,0.111877229,0.339234515,Female
1.66,15.11849245,0.111766127,0.342242135,Female
1.67,15.11886505,0.111654872,0.345232494,Female
1.68,15.11925423,0.111543463,0.348205741,Female
1.69,15.11966285,0.111431898,0.351162025,Female
1.7,15.12009393,0.111320175,0.35410149,Female
1.71,15.12055037,0.111208293,0.35702428,Female
1.72,15.12103681,0.111096252,0.35993053,Female
1.73,15.12155983,0.110984052,0.362820374,Female
1.74,15.12212913,0.110871697,0.365693944,Female
1.75,15.12275492,0.110759188,0.36855137,Female
1.76,15.1234475,0.110646531,0.371392779,Female
1.77,15.12421821,0.110533727,0.374218295,Female
1.78,15.12507821,0.110420781,0.377028042,Female
1.79,15.12603738,0.110307698,0.379822139,Female
1.8,15.12710429,0.110194481,0.382600704,Female
1.81,15.12828665,0.110081133,0.38536385,Female
1.82,15.12959023,0.109967657,0.388111692,Female
1.83,15.13102045,0.109854057,0.390844344,Female
1.84,15.13258269,0.109740336,0.393561916,Female
1.85,15.13428193,0.109626496,0.39626452,Female
1.86,15.13612241,0.109512541,0.398952264,Female
1.87,15.13810913,0.109398474,0.401625253,Female
1.88,15.14024652,0.1092843,0.404283589,Female
1.89,15.14253874,0.109170021,0.406927373,Female
1.9,15.14499012,0.10905564,0.409556702,Female
1.91,15.14760543,0.108941161,0.412171676,Female
1.92,15.15038942,0.108826586,0.414772388,Female
1.93,15.15334643,0.108711919,0.417358934,Female
1.94,15.15647932,0.108597162,0.419931409,Female
1.95,15.15979056,0.10848232,0.422489908,Female
1.96,15.16328201,0.108367397,0.425034524,Female
1.97,15.16695325,0.108252398,0.427565351,Female
1.98,15.17080177,0.108137327,0.430082478,Female
1.99,15.17481871,0.108022194,0.432585995,Female
2,15.1789932,0.107907006,0.435075988,Female
2.01,15.18331511,0.107791772,0.437552545,Female
2.02,15.18777502,0.107676502,0.440015757,Female
2.03,15.19236377,0.107561203,0.442465713,Female
2.04,15.19707236,0.107445884,0.444902503,Female
2.05,15.20189226,0.107330553,0.447326215,Female
2.06,15.20681639,0.107215217,0.449736939,Female
2.07,15.21183811,0.107099884,0.452134763,Female
2.08,15.21695098,0.106984559,0.454519777,Female
2.09,15.22214885,0.106869249,0.456892067,Female
2.1,15.22742638,0.10675396,0.459251721,Female
2.11,15.23277851,0.106638698,0.461598824,Female
2.12,15.2382006,0.106523469,0.463933462,Female
2.13,15.24368915,0.10640828,0.466255716,Female
2.14,15.24924101,0.106293136,0.468565667,Female
2.15,15.25485314,0.106178046,0.470863395,Female
2.16,15.26052258,0.106063013,0.47314898,Female
2.17,15.26624567,0.105948046,0.475422502,Female
2.18,15.27201859,0.10583315,0.477684038,Female
2.19,15.27783762,0.105718331,0.479933667,Female
2.2,15.28369904,0.105603597,0.482171465,Female
2.21,15.28959905,0.105488953,0.484397509,Female
2.22,15.29553396,0.105374403,0.486611872,Female
2.23,15.30150033,0.105259954,0.488814631,Female
2.24,15.30749486,0.105145609,0.491005858,Female
2.25,15.3135143,0.105031374,0.493185627,Female
2.26,15.3195556,0.104917253,0.49535401,Female
2.27,15.32561643,0.10480325,0.497511081,Female
2.28,15.33169466,0.104689369,0.499656911,Female
2.29,15.33778819,0.104575614,0.501791572,Female
2.3,15.34389492,0.104461988,0.503915135,Female
2.31,15.35001261,0.104348495,0.506027671,Female
2.32,15.35613901,0.104235136,0.508129247,Female
2.33,15.36227192,0.104121914,0.510219931,Female
2.34,15.36840916,0.104008832,0.512299792,Female
2.35,15.3745486,0.103895891,0.514368897,Female
2.36,15.38068812,0.103783094,0.51642731,Female
2.37,15.38682558,0.103670441,0.518475098,Female
2.38,15.39295887,0.103557936,0.520512326,Female
2.39,15.39908589,0.103445577,0.522539056,Female
2.4,15.40520461,0.103333367,0.524555353,Female
2.41,15.41131299,0.103221304,0.526561279,Female
2.42,15.41740895,0.103109391,0.528556897,Female
2.43,15.42348997,0.102997628,0.530542266,Female
2.44,15.4295533,0.102886016,0.532517448,Female
2.45,15.43559535,0.102774556,0.534482506,Female
2.46,15.44161191,0.102663249,0.536437502,Female
2.47,15.44759868,0.102552099,0.538382497,Female
2.48,15.4535515,0.102441105,0.540317554,Female
2.49,15.45946641,0.102330271,0.542242732,Female
2.5,15.46533957,0.102219597,0.544158093,Female
2.51,15.47116706,0.102109084,0.546063695,Female
2.52,15.47694435,0.101998734,0.547959601,Female
2.53,15.48266691,0.101888547,0.549845867,Female
2.54,15.48833098,0.101778526,0.551722546,Female
2.55,15.49393287,0.101668673,0.55358969,Female
2.56,15.49946816,0.101558992,0.555447352,Female
2.57,15.50493229,0.101449488,0.557295587,Female
2.58,15.51032092,0.101340163,0.559134447,Female
2.59,15.51563033,0.101231021,0.560963986,Female
2.6,15.520857,0.101122066,0.562784256,Female
2.61,15.52599759,0.101013302,0.56459531,Female
2.62,15.53104918,0.100904731,0.566397201,Female
2.63,15.53600901,0.100796357,0.56818998,Female
2.64,15.54087431,0.100688182,0.569973699,Female
2.65,15.5456424,0.10058021,0.571748408,Female
2.66,15.5503106,0.100472442,0.573514159,Female
2.67,15.55487629,0.100364882,0.575271001,Female
2.68,15.55933703,0.100257533,0.577018984,Female
2.69,15.56369096,0.100150396,0.578758157,Female
2.7,15.56793668,0.100043476,0.580488567,Female
2.71,15.57207378,0.099936777,0.582210253,Female
2.72,15.57610136,0.099830304,0.583923253,Female
2.73,15.58001835,0.099724062,0.585627601,Female
2.74,15.58382369,0.099618058,0.587323335,Female
2.75,15.58751651,0.099512294,0.589010491,Female
2.76,15.59109665,0.099406778,0.590689101,Female
2.77,15.59456414,0.099301513,0.592359201,Female
2.78,15.597919,0.099196506,0.594020822,Female
2.79,15.60116125,0.099091761,0.595673999,Female
2.8,15.60429091,0.098987284,0.597318765,Female
2.81,15.60730801,0.098883079,0.598955151,Female
2.82,15.61021255,0.098779151,0.60058319,Female
2.83,15.61300451,0.098675504,0.602202915,Female
2.84,15.61568426,0.098572143,0.603814357,Female
2.85,15.61825219,0.09846907,0.60541755,Female
2.86,15.62070861,0.09836629,0.607012524,Female
2.87,15.62305377,0.098263806,0.608599311,Female
2.88,15.62528765,0.098161622,0.610177943,Female
2.89,15.6274102,0.098059739,0.611748449,Female
2.9,15.62942139,0.097958162,0.613310861,Female
2.91,15.63132132,0.097856893,0.614865209,Female
2.92,15.6331104,0.097755934,0.616411524,Female
2.93,15.63478925,0.097655287,0.617949837,Female
2.94,15.63635861,0.097554956,0.619480177,Female
2.95,15.63781972,0.097454941,0.621002577,Female
2.96,15.63917393,0.097355246,0.622517064,Female
2.97,15.64042268,0.097255872,0.62402367,Female
2.98,15.64156776,0.09715682,0.625522425,Female
2.99,15.64261105,0.097058094,0.627013358,Female
3,15.64355437,0.096959693,0.628496499,Female
3.01,15.64439931,0.096861621,0.629971878,Female
3.02,15.64514706,0.096763877,0.631439523,Female
3.03,15.64579866,0.096666464,0.632899462,Female
3.04,15.64635511,0.096569382,0.634351724,Female
3.05,15.64681771,0.096472632,0.635796336,Female
3.06,15.64718894,0.096376217,0.637233325,Female
3.07,15.64747156,0.096280139,0.638662718,Female
3.08,15.64766829,0.096184398,0.64008454,Female
3.09,15.64778183,0.096088997,0.641498818,Female
3.1,15.64781484,0.095993937,0.642905577,Female
3.11,15.64776998,0.09589922,0.644304844,Female
3.12,15.64764993,0.095804847,0.645696644,Female
3.13,15.64745742,0.095710818,0.647081003,Female
3.14,15.6471953,0.095617135,0.648457947,Female
3.15,15.64686663,0.095523797,0.649827503,Female
3.16,15.64647452,0.095430804,0.651189696,Female
3.17,15.64602215,0.095338157,0.652544554,Female
3.18,15.64551222,0.095245856,0.653892105,Female
3.19,15.64494727,0.095153902,0.65523238,Female
3.2,15.64432982,0.095062295,0.656565408,Female
3.21,15.64366238,0.094971036,0.657891219,Female
3.22,15.6429474,0.094880126,0.659209841,Female
3.23,15.64218731,0.094789565,0.660521303,Female
3.24,15.6413846,0.094699353,0.661825634,Female
3.25,15.64054201,0.094609491,0.663122863,Female
3.26,15.63966235,0.09451998,0.664413019,Female
3.27,15.63874837,0.09443082,0.665696129,Female
3.28,15.63780277,0.094342011,0.666972222,Female
3.29,15.63682824,0.094253554,0.668241326,Female
3.3,15.63582742,0.094165447,0.669503469,Female
3.31,15.63480299,0.094077691,0.670758679,Female
3.32,15.63375778,0.093990286,0.672006983,Female
3.33,15.6326946,0.09390323,0.673248409,Female
3.34,15.63161591,0.093816523,0.674482984,Female
3.35,15.63052404,0.093730165,0.675710736,Female
3.36,15.62942128,0.093644156,0.676931691,Female
3.37,15.6283097,0.093558494,0.678145876,Female
3.38,15.62719114,0.093473179,0.679353317,Female
3.39,15.62606735,0.09338821,0.680554039,Female
3.4,15.62493998,0.093303584,0.681748068,Female
3.41,15.62381037,0.093219301,0.682935429,Female
3.42,15.62267979,0.093135359,0.684116146,Female
3.43,15.62154941,0.093051755,0.685290245,Female
3.44,15.62042013,0.09296849,0.686457749,Female
3.45,15.61929275,0.092885561,0.687618683,Female
3.46,15.61816803,0.092802967,0.68877307,Female
3.47,15.61704639,0.092720707,0.689920933,Female
3.48,15.61592817,0.092638779,0.691062297,Female
3.49,15.61481357,0.092557182,0.692197185,Female
3.5,15.61370277,0.092475915,0.693325618,Female
3.51,15.61259589,0.092394976,0.694447619,Female
3.52,15.61149292,0.092314363,0.695563212,Female
3.53,15.6103939,0.092234074,0.696672417,Female
3.54,15.60929884,0.092154109,0.697775258,Female
3.55,15.60820733,0.092074464,0.698871755,Female
3.56,15.60711888,0.091995138,0.69996193,Female
3.57,15.60603301,0.091916128,0.701045804,Female
3.58,15.60494921,0.091837434,0.702123397,Female
3.59,15.6038669,0.091759053,0.70319473,Female
3.6,15.6027855,0.091680983,0.704259825,Female
3.61,15.60170463,0.091603221,0.7053187,Female
3.62,15.6006248,0.091525766,0.706371373,Female
3.63,15.59954685,0.091448618,0.707417862,Female
3.64,15.59847189,0.091371773,0.708458183,Female
3.65,15.59740106,0.091295233,0.709492353,Female
3.66,15.59633566,0.091218994,0.71052039,Female
3.67,15.59527754,0.091143055,0.711542311,Female
3.68,15.59422865,0.091067416,0.712558134,Female
3.69,15.59319077,0.090992074,0.713567876,Female
3.7,15.59216538,0.090917027,0.714571553,Female
3.71,15.59115373,0.090842274,0.715569183,Female
3.72,15.59015704,0.090767814,0.716560781,Female
3.73,15.58917639,0.090693643,0.717546365,Female
3.74,15.58821231,0.090619761,0.718525949,Female
3.75,15.58726508,0.090546167,0.71949955,Female
3.76,15.58633487,0.090472858,0.720467183,Female
3.77,15.58542175,0.090399832,0.721428863,Female
3.78,15.5845259,0.090327089,0.722384604,Female
3.79,15.58364792,0.090254626,0.723334422,Female
3.8,15.58278856,0.090182444,0.724278328,Female
3.81,15.5819485,0.090110539,0.725216338,Female
3.82,15.58112836,0.090038912,0.726148464,Female
3.83,15.58032869,0.08996756,0.727074719,Female
3.84,15.57955002,0.089896483,0.727995118,Female
3.85,15.57879285,0.089825679,0.728909672,Female
3.86,15.57805769,0.089755147,0.729818395,Female
3.87,15.57734504,0.089684884,0.730721301,Female
3.88,15.57665538,0.089614891,0.731618401,Female
3.89,15.575989,0.089545163,0.73250971,Female
3.9,15.57534585,0.089475701,0.733395241,Female
3.91,15.57472597,0.089406502,0.734275007,Female
3.92,15.57412945,0.089337565,0.735149021,Female
3.93,15.57355642,0.089268887,0.736017297,Female
3.94,15.57300699,0.089200466,0.736879849,Female
3.95,15.57248114,0.089132302,0.73773669,Female
3.96,15.57197887,0.089064392,0.738587835,Female
3.97,15.57150042,0.088996736,0.739433298,Female
3.98,15.57104644,0.088929333,0.740273094,Female
3.99,15.57061723,0.088862181,0.741107236,Female
4,15.57021301,0.088795282,0.741935741,Female
4.01,15.56983401,0.088728635,0.742758624,Female
4.02,15.56948044,0.08866224,0.743575902,Female
4.03,15.56915266,0.088596097,0.744387589,Female
4.04,15.56885104,0.088530205,0.745193702,Female
4.05,15.56857598,0.088464564,0.745994256,Female
4.06,15.56832799,0.088399174,0.746789267,Female
4.07,15.56810812,0.088334035,0.74757875,Female
4.08,15.56791752,0.088269147,0.748362722,Female
4.09,15.56775738,0.088204509,0.749141199,Female
4.1,15.56762896,0.088140122,0.749914196,Female
4.11,15.56753346,0.088075984,0.75068173,Female
4.12,15.56747191,0.088012096,0.751443817,Female
4.13,15.56744525,0.087948456,0.752200472,Female
4.14,15.56745441,0.087885064,0.75295171,Female
4.15,15.56750029,0.08782192,0.753697548,Female
4.16,15.56758366,0.087759022,0.754437999,Female
4.17,15.56770525,0.087696371,0.755173081,Female
4.18,15.56786572,0.087633964,0.755902807,Female
4.19,15.56806563,0.087571802,0.756627193,Female
4.2,15.56830555,0.087509882,0.757346253,Female
4.21,15.56858629,0.087448204,0.758060002,Female
4.22,15.56890871,0.087386766,0.758768456,Female
4.23,15.56927361,0.087325568,0.75947163,Female
4.24,15.56968152,0.087264608,0.760169538,Female
4.25,15.57013291,0.087203885,0.760862196,Female
4.26,15.57062827,0.087143399,0.761549618,Female
4.27,15.57116806,0.087083148,0.76223182,Female
4.28,15.57175283,0.087023131,0.762908816,Female
4.29,15.57238337,0.086963347,0.76358062,Female
4.3,15.57306053,0.086903795,0.764247248,Female
4.31,15.57378516,0.086844475,0.764908714,Female
4.32,15.57455796,0.086785385,0.765565032,Female
4.33,15.57537903,0.086726526,0.766216218,Female
4.34,15.57624838,0.086667896,0.766862287,Female
4.35,15.57716599,0.086609497,0.767503255,Female
4.36,15.57813176,0.086551326,0.768139136,Female
4.37,15.57914533,0.086493385,0.768769947,Female
4.38,15.5802064,0.086435672,0.769395701,Female
4.39,15.58131457,0.086378189,0.770016414,Female
4.4,15.58246938,0.086320933,0.7706321,Female
4.41,15.58367036,0.086263906,0.771242773,Female
4.42,15.58491702,0.086207105,0.771848449,Female
4.43,15.58620891,0.086150532,0.77244914,Female
4.44,15.5875455,0.086094186,0.773044862,Female
4.45,15.58892603,0.086038065,0.773635629,Female
4.46,15.59034971,0.085982169,0.774221454,Female
4.47,15.59181587,0.085926499,0.77480235,Female
4.48,15.59332381,0.085871054,0.775378331,Female
4.49,15.5948724,0.085815833,0.775949409,Female
4.5,15.59646028,0.085760837,0.776515599,Female
4.51,15.59808609,0.085706065,0.777076912,Female
4.52,15.59974878,0.085651519,0.777633363,Female
4.53,15.60144725,0.085597197,0.778184963,Female
4.54,15.6031802,0.085543099,0.778731726,Female
4.55,15.60494622,0.085489227,0.779273663,Female
4.56,15.6067438,0.08543558,0.779810788,Female
4.57,15.60857147,0.085382158,0.780343113,Female
4.58,15.6104279,0.085328961,0.78087065,Female
4.59,15.61231179,0.08527599,0.781393412,Female
4.6,15.61422187,0.085223244,0.781911411,Female
4.61,15.61615686,0.085170723,0.78242466,Female
4.62,15.61811549,0.085118427,0.782933172,Female
4.63,15.62009652,0.085066357,0.783436957,Female
4.64,15.62209875,0.085014512,0.78393603,Female
4.65,15.62412117,0.084962892,0.784430401,Female
4.66,15.62616263,0.084911497,0.784920083,Female
4.67,15.62822195,0.084860328,0.785405087,Female
4.68,15.63029796,0.084809384,0.785885425,Female
4.69,15.63238953,0.084758665,0.78636111,Female
4.7,15.6344955,0.08470817,0.786832152,Female
4.71,15.63661462,0.084657901,0.787298563,Female
4.72,15.63874558,0.084607855,0.787760354,Female
4.73,15.64088705,0.084558034,0.788217538,Female
4.74,15.64303734,0.084508437,0.788670128,Female
4.75,15.64519462,0.084459065,0.789118139,Female
4.76,15.64735707,0.084409918,0.789561583,Female
4.77,15.64952287,0.084360997,0.790000475,Female
4.78,15.65169025,0.084312301,0.790434829,Female
4.79,15.6538575,0.084263831,0.790864659,Female
4.8,15.65602259,0.084215589,0.791289982,Female
4.81,15.65818353,0.084167573,0.791710815,Female
4.82,15.66033884,0.084119787,0.792127172,Female
4.83,15.66248715,0.084072232,0.79253907,Female
4.84,15.6646271,0.084024908,0.792946523,Female
4.85,15.66675734,0.083977817,0.793349545,Female
4.86,15.66887658,0.08393096,0.793748152,Female
4.87,15.67098362,0.083884339,0.794142357,Female
4.88,15.67307731,0.083837955,0.794532177,Female
4.89,15.6751565,0.083791809,0.794917625,Female
4.9,15.67722007,0.083745903,0.795298716,Female
4.91,15.67926692,0.083700237,0.795675465,Female
4.92,15.68129597,0.083654812,0.796047886,Female
4.93,15.68330609,0.08360963,0.796415993,Female
4.94,15.68529609,0.083564692,0.7967798,Female
4.95,15.68726484,0.083519999,0.797139322,Female
4.96,15.68921135,0.083475552,0.797494574,Female
4.97,15.69113466,0.083431351,0.797845568,Female
4.98,15.69303385,0.083387397,0.798192319,Female
4.99,15.69490799,0.083343692,0.798534842,Female
5,15.69675616,0.083300235,0.79887315,Female
5.01,15.69857756,0.083257028,0.799207258,Female
5.02,15.70037175,0.083214071,0.799537178,Female
